Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2022,June,26,USA,Europe,174,Other,Undergraduate,Medicine,Entrepreneurship
2023,February,07,USA,Europe,396,Female,PhD,Medicine,Employment
2023,January,01,Canada,Oceania,479,Other,Postgraduate,Business,Employment
2021,March,10,India,Europe,270,Male,PhD,Business,Research
2022,March,13,UK,Oceania,322,Male,Undergraduate,Engineering,Research
2021,July,28,USA,North America,161,Other,Postgraduate,Medicine,Entrepreneurship
2021,October,42,India,Europe,307,Other,PhD,Medicine,Research
2023,July,28,India,Asia,323,Female,PhD,Engineering,Entrepreneurship
2021,May,20,Australia,Oceania,269,Female,Postgraduate,Business,Research
2023,July,30,India,North America,382,Male,PhD,Science,Employment
2022,June,23,India,Europe,187,Female,Undergraduate,Arts,Research
2022,September,35,India,Asia,64,Female,Undergraduate,Science,Entrepreneurship
2023,May,22,USA,Oceania,190,Female,PhD,Science,Entrepreneurship
2023,June,23,USA,Asia,373,Other,Postgraduate,Arts,Entrepreneurship
2021,June,23,India,Asia,131,Other,PhD,Medicine,Employment
2021,April,15,USA,North America,465,Female,Undergraduate,Arts,Research
2023,December,50,Canada,Asia,206,Other,Undergraduate,Engineering,Entrepreneurship
2022,December,52,Australia,North America,461,Other,PhD,Medicine,Entrepreneurship
2023,December,49,USA,North America,242,Female,PhD,Science,Employment
2021,February,06,USA,Asia,467,Female,Undergraduate,Business,Entrepreneurship
2021,May,18,India,North America,129,Female,PhD,Arts,Research
2023,April,18,UK,Europe,249,Female,PhD,Engineering,Research
2022,November,44,Australia,North America,251,Female,Postgraduate,Engineering,Employment
2021,April,17,Canada,Oceania,211,Other,PhD,Science,Research
2023,February,07,Australia,Oceania,205,Other,PhD,Medicine,Entrepreneurship
2023,February,07,Australia,Europe,378,Female,Undergraduate,Medicine,Research
2023,February,07,UK,Europe,84,Other,PhD,Medicine,Research
2022,December,50,USA,Europe,386,Female,PhD,Engineering,Employment
2023,April,17,Australia,Europe,311,Other,PhD,Engineering,Research
2021,July,30,Australia,Europe,93,Male,Undergraduate,Engineering,Research
2022,July,29,Australia,Oceania,65,Female,PhD,Engineering,Research
2022,August,33,UK,Asia,165,Other,Postgraduate,Business,Entrepreneurship
2023,November,46,Canada,North America,156,Female,Undergraduate,Arts,Research
2021,December,52,India,North America,414,Female,PhD,Science,Employment
2021,October,40,UK,Oceania,60,Other,Undergraduate,Medicine,Entrepreneurship
2022,February,09,India,North America,345,Female,PhD,Medicine,Research
2021,April,13,USA,Asia,65,Other,Postgraduate,Medicine,Research
2021,March,09,Canada,Europe,284,Male,Undergraduate,Business,Research
2021,October,43,India,Asia,148,Other,Postgraduate,Business,Employment
2023,January,03,USA,Oceania,486,Female,Postgraduate,Medicine,Research
2022,July,29,UK,Asia,355,Male,Postgraduate,Arts,Research
2021,May,22,India,Asia,404,Female,PhD,Arts,Employment
2023,January,01,UK,Asia,69,Male,Undergraduate,Engineering,Entrepreneurship
2021,February,06,UK,Europe,102,Female,Postgraduate,Medicine,Research
2021,May,22,Australia,Oceania,400,Other,Postgraduate,Engineering,Research
2022,December,52,Australia,Europe,62,Female,Undergraduate,Business,Entrepreneurship
2022,August,31,UK,Oceania,177,Female,Undergraduate,Science,Entrepreneurship
2023,January,01,India,Oceania,448,Other,Postgraduate,Engineering,Research
2022,March,10,USA,Europe,360,Male,PhD,Engineering,Entrepreneurship
2022,February,08,Canada,Asia,114,Female,PhD,Medicine,Employment
2022,November,46,UK,North America,328,Male,Undergraduate,Arts,Entrepreneurship
2021,August,34,Canada,Oceania,323,Other,Undergraduate,Business,Employment
2023,January,03,UK,Asia,270,Female,Postgraduate,Medicine,Research
2021,February,08,USA,Asia,99,Male,PhD,Business,Employment
2023,June,24,Australia,North America,200,Male,PhD,Science,Entrepreneurship
2023,November,46,UK,Europe,405,Other,PhD,Engineering,Entrepreneurship
2022,February,07,UK,North America,175,Other,Undergraduate,Arts,Research
2021,May,18,UK,Oceania,428,Other,PhD,Arts,Research
2021,September,35,USA,North America,235,Other,PhD,Engineering,Employment
2021,June,25,Canada,North America,162,Female,PhD,Science,Employment
2022,December,50,Canada,Europe,358,Male,Postgraduate,Science,Research
2021,March,12,USA,Oceania,213,Male,Postgraduate,Business,Employment
2021,December,51,UK,Asia,478,Other,PhD,Engineering,Research
2023,January,02,Canada,Asia,434,Other,Undergraduate,Engineering,Research
2023,September,37,Australia,Asia,195,Other,PhD,Engineering,Research
2021,December,52,Canada,Asia,160,Female,PhD,Business,Employment
2022,July,28,India,North America,188,Male,Undergraduate,Medicine,Employment
2023,February,09,UK,Europe,62,Other,Postgraduate,Medicine,Employment
2022,August,35,Australia,Europe,452,Female,Undergraduate,Engineering,Research
2022,January,03,India,Asia,79,Male,PhD,Engineering,Employment
2023,February,07,Canada,Asia,384,Other,Undergraduate,Medicine,Employment
2022,February,06,Canada,North America,304,Female,PhD,Arts,Entrepreneurship
2022,January,02,UK,Europe,274,Female,PhD,Arts,Employment
2022,February,08,Canada,Europe,112,Other,Undergraduate,Business,Employment
2023,May,18,USA,Oceania,494,Other,PhD,Business,Employment
2022,August,32,USA,Europe,168,Other,Postgraduate,Arts,Entrepreneurship
2021,December,50,USA,Europe,258,Female,Postgraduate,Arts,Employment
2023,December,51,India,North America,319,Female,Undergraduate,Engineering,Entrepreneurship
2021,September,37,USA,Europe,409,Male,Undergraduate,Science,Employment
2022,February,09,USA,Asia,396,Other,Undergraduate,Engineering,Research
2023,March,12,India,Asia,164,Male,Postgraduate,Business,Entrepreneurship
2021,March,12,Australia,North America,365,Male,Postgraduate,Science,Employment
2021,July,29,Canada,Europe,272,Other,PhD,Science,Entrepreneurship
2022,January,02,India,Europe,210,Male,PhD,Science,Employment
2023,June,25,UK,Oceania,400,Other,PhD,Arts,Research
2021,November,45,Canada,Oceania,446,Male,Postgraduate,Business,Research
2021,June,22,USA,North America,256,Other,Postgraduate,Science,Research
2023,December,51,UK,Oceania,401,Female,PhD,Business,Employment
2023,December,52,India,Oceania,88,Male,Undergraduate,Science,Research
2022,March,12,UK,Asia,444,Other,Postgraduate,Arts,Entrepreneurship
2022,September,38,Australia,North America,392,Other,PhD,Engineering,Employment
2022,March,10,Canada,Asia,267,Female,PhD,Arts,Employment
2023,February,06,Australia,Europe,268,Other,Undergraduate,Medicine,Research
2023,March,13,USA,Oceania,89,Female,Postgraduate,Arts,Entrepreneurship
2022,September,38,Canada,Europe,368,Other,Undergraduate,Business,Entrepreneurship
2021,February,07,Australia,North America,164,Male,Postgraduate,Engineering,Research
2021,June,23,USA,Asia,474,Other,PhD,Arts,Employment
2021,August,31,India,North America,462,Other,PhD,Medicine,Research
2022,April,16,Australia,North America,354,Male,Postgraduate,Medicine,Entrepreneurship
2023,October,44,Canada,Asia,160,Male,PhD,Medicine,Employment
2022,September,37,India,North America,205,Male,PhD,Business,Research
2023,April,15,UK,Europe,264,Other,PhD,Arts,Entrepreneurship
2022,April,13,Canada,Oceania,51,Female,Undergraduate,Medicine,Research
2022,January,04,Canada,Oceania,263,Male,Undergraduate,Science,Research
2022,June,23,Canada,Europe,462,Female,Postgraduate,Engineering,Entrepreneurship
2021,January,04,India,Europe,141,Male,Undergraduate,Medicine,Research
2023,April,14,India,Oceania,420,Other,PhD,Engineering,Employment
2023,November,47,Canada,Asia,473,Female,Undergraduate,Business,Research
2022,September,38,India,Europe,111,Male,Undergraduate,Arts,Entrepreneurship
2022,February,06,Australia,Asia,326,Other,Undergraduate,Business,Employment
2022,May,21,Australia,Europe,485,Other,Undergraduate,Science,Entrepreneurship
2023,March,10,UK,Europe,423,Male,PhD,Science,Entrepreneurship
2021,February,07,India,Oceania,464,Male,PhD,Science,Entrepreneurship
2022,December,52,USA,Europe,280,Female,Postgraduate,Arts,Entrepreneurship
2023,April,17,UK,North America,270,Other,Undergraduate,Business,Employment
2023,February,06,USA,Oceania,417,Male,PhD,Arts,Employment
2021,May,21,Australia,Oceania,300,Male,PhD,Arts,Employment
2021,July,27,USA,Europe,380,Male,PhD,Engineering,Entrepreneurship
2022,June,26,UK,Oceania,102,Male,Undergraduate,Engineering,Employment
2022,June,23,USA,Europe,104,Female,Undergraduate,Arts,Research
2022,March,12,USA,North America,357,Male,Undergraduate,Science,Entrepreneurship
2021,October,39,USA,Asia,128,Other,Postgraduate,Arts,Research
2021,December,49,India,North America,314,Female,PhD,Arts,Research
2022,June,25,UK,Europe,404,Other,PhD,Science,Research
2022,December,50,India,North America,356,Other,PhD,Science,Employment
2022,July,27,Canada,Oceania,187,Female,Undergraduate,Medicine,Research
2021,February,09,Canada,Oceania,221,Male,PhD,Business,Research
2021,August,35,USA,North America,172,Female,Postgraduate,Arts,Research
2023,June,24,USA,Europe,341,Male,PhD,Science,Employment
2023,January,02,India,Asia,150,Female,Postgraduate,Arts,Employment
2022,November,47,USA,North America,320,Male,Postgraduate,Medicine,Entrepreneurship
2021,April,15,Australia,Oceania,285,Other,Postgraduate,Arts,Employment
2022,June,23,UK,Europe,306,Other,Undergraduate,Science,Employment
2022,October,41,USA,North America,467,Male,Postgraduate,Engineering,Entrepreneurship
2022,April,16,UK,Europe,314,Other,Undergraduate,Arts,Entrepreneurship
2023,May,18,Canada,North America,471,Male,PhD,Engineering,Research
2022,April,16,UK,Europe,251,Other,Undergraduate,Science,Employment
2022,February,06,UK,Oceania,396,Female,PhD,Arts,Employment
2022,October,39,Canada,North America,149,Other,Undergraduate,Business,Entrepreneurship
2022,July,29,USA,Asia,213,Female,PhD,Science,Entrepreneurship
2022,April,14,Canada,Asia,328,Male,PhD,Business,Entrepreneurship
2021,May,19,UK,Europe,416,Male,Postgraduate,Medicine,Research
2023,September,36,UK,Europe,170,Male,Undergraduate,Engineering,Employment
2022,March,10,Canada,Europe,380,Male,PhD,Arts,Entrepreneurship
2021,October,40,UK,North America,297,Other,Postgraduate,Medicine,Entrepreneurship
2021,July,27,Canada,Asia,339,Other,Undergraduate,Science,Entrepreneurship
2021,October,43,UK,North America,353,Other,PhD,Business,Employment
2021,March,11,UK,Oceania,440,Female,Undergraduate,Science,Entrepreneurship
2023,July,29,USA,North America,172,Male,Undergraduate,Business,Employment
2021,November,45,India,Asia,213,Female,Postgraduate,Engineering,Entrepreneurship
2021,April,16,USA,Europe,252,Male,Undergraduate,Business,Entrepreneurship
2022,June,26,Canada,North America,107,Other,Undergraduate,Arts,Research
2021,February,06,UK,Oceania,243,Female,PhD,Science,Entrepreneurship
2021,May,20,Australia,Europe,164,Male,Undergraduate,Engineering,Employment
2021,October,42,USA,Europe,84,Male,Undergraduate,Arts,Entrepreneurship
2021,February,07,UK,Europe,243,Male,Postgraduate,Arts,Research
2022,May,20,Australia,Asia,289,Male,PhD,Engineering,Employment
2023,August,32,UK,North America,312,Other,Undergraduate,Business,Employment
2023,June,24,Australia,North America,272,Other,Postgraduate,Arts,Entrepreneurship
2022,June,23,USA,Asia,342,Male,Postgraduate,Science,Research
2021,March,10,India,Asia,247,Female,Postgraduate,Engineering,Research
2022,April,16,India,Asia,264,Other,Undergraduate,Science,Employment
2023,August,31,India,North America,388,Other,PhD,Medicine,Research
2023,January,03,UK,Europe,486,Male,Postgraduate,Engineering,Entrepreneurship
2021,May,18,Canada,Oceania,356,Female,Undergraduate,Business,Research
2021,August,33,UK,North America,401,Other,Undergraduate,Engineering,Entrepreneurship
2022,September,39,India,North America,85,Female,Undergraduate,Business,Research
2021,April,14,India,North America,340,Other,PhD,Engineering,Entrepreneurship
2023,May,19,India,Oceania,354,Other,Undergraduate,Science,Employment
2023,June,25,UK,North America,72,Other,PhD,Science,Research
2021,July,27,USA,Asia,82,Other,PhD,Medicine,Employment
2021,February,06,USA,North America,77,Male,Undergraduate,Business,Research
2022,November,45,Australia,North America,335,Female,PhD,Medicine,Employment
2022,July,29,India,Oceania,189,Male,Undergraduate,Science,Employment
2022,July,27,Australia,Asia,315,Female,Postgraduate,Science,Employment
2022,June,22,Canada,Europe,217,Female,PhD,Science,Employment
2022,October,42,UK,Oceania,253,Male,Undergraduate,Business,Employment
2021,May,18,India,Asia,347,Other,Postgraduate,Business,Research
2023,April,16,Canada,Asia,223,Female,Postgraduate,Science,Entrepreneurship
2022,October,42,India,Oceania,273,Male,PhD,Business,Entrepreneurship
2021,May,20,UK,North America,256,Other,Postgraduate,Engineering,Entrepreneurship
2021,November,46,Canada,Europe,136,Male,Postgraduate,Engineering,Employment
2022,July,27,UK,Asia,414,Male,Undergraduate,Business,Entrepreneurship
2022,May,18,Canada,Oceania,318,Other,PhD,Business,Entrepreneurship
2022,February,07,Canada,North America,188,Female,Postgraduate,Arts,Entrepreneurship
2022,May,21,India,North America,297,Male,PhD,Arts,Research
2022,December,50,India,Oceania,368,Female,Undergraduate,Engineering,Entrepreneurship
2022,February,09,UK,Asia,439,Male,Undergraduate,Engineering,Employment
2021,February,07,USA,Europe,453,Female,Undergraduate,Science,Employment
2021,May,22,Australia,Europe,255,Male,Postgraduate,Business,Employment
2021,January,05,India,Oceania,444,Male,Postgraduate,Business,Employment
2023,March,10,Canada,Europe,177,Other,Undergraduate,Medicine,Research
2021,April,16,USA,Oceania,134,Male,Postgraduate,Arts,Employment
2021,May,20,USA,North America,494,Male,Postgraduate,Science,Employment
2023,August,33,India,North America,65,Male,PhD,Science,Research
2023,July,31,UK,North America,351,Other,Undergraduate,Medicine,Research
2021,February,05,UK,North America,450,Male,Postgraduate,Arts,Employment
2021,October,43,USA,Europe,310,Other,PhD,Engineering,Entrepreneurship
2023,March,11,Australia,North America,330,Female,PhD,Engineering,Entrepreneurship
2021,November,47,USA,Europe,158,Other,Postgraduate,Medicine,Employment
2023,February,05,UK,Asia,412,Male,PhD,Engineering,Employment
2021,October,42,UK,Oceania,338,Other,Postgraduate,Arts,Employment
2021,October,43,Canada,North America,285,Female,Postgraduate,Science,Research
2021,January,02,India,Oceania,118,Male,Postgraduate,Business,Employment
2021,February,08,India,North America,402,Male,Postgraduate,Business,Research
2022,March,13,UK,Asia,118,Female,PhD,Business,Research
2022,December,51,USA,Asia,400,Female,PhD,Business,Employment
2023,September,37,UK,Europe,379,Male,Postgraduate,Business,Entrepreneurship
2023,June,25,Canada,Oceania,459,Male,Undergraduate,Engineering,Research
2023,July,29,Australia,Europe,423,Female,PhD,Science,Entrepreneurship
2021,September,39,India,Asia,388,Female,PhD,Engineering,Employment
2021,May,19,India,Europe,169,Male,Undergraduate,Engineering,Entrepreneurship
2022,July,30,India,Oceania,121,Other,PhD,Business,Employment
2022,August,34,USA,North America,232,Female,PhD,Arts,Research
2023,April,15,India,Asia,140,Female,Undergraduate,Science,Entrepreneurship
2021,June,23,UK,Europe,430,Male,Undergraduate,Engineering,Entrepreneurship
2022,February,06,Australia,Europe,143,Female,Undergraduate,Business,Employment
2021,January,01,USA,North America,391,Other,Postgraduate,Business,Research
2021,September,37,USA,Oceania,189,Male,Postgraduate,Arts,Research
2023,November,45,UK,Oceania,354,Other,Undergraduate,Arts,Employment
2021,August,33,India,Oceania,130,Male,Postgraduate,Science,Entrepreneurship
2021,November,45,India,Asia,135,Female,Postgraduate,Engineering,Research
2023,October,40,USA,Europe,419,Male,PhD,Engineering,Research
2023,February,05,Canada,Asia,135,Female,Postgraduate,Engineering,Research
2021,June,26,Australia,Asia,238,Male,Postgraduate,Arts,Employment
2021,March,11,India,Oceania,372,Other,Postgraduate,Engineering,Entrepreneurship
2021,January,02,Canada,Oceania,430,Other,Postgraduate,Engineering,Entrepreneurship
2021,October,41,USA,Oceania,154,Male,Undergraduate,Business,Research
2021,August,33,USA,Oceania,261,Male,PhD,Engineering,Research
2021,December,49,Canada,Asia,75,Other,Postgraduate,Arts,Research
2021,March,09,Australia,North America,51,Male,Undergraduate,Arts,Research
2022,October,42,UK,Oceania,324,Female,PhD,Arts,Research
2021,June,23,India,North America,184,Male,PhD,Medicine,Research
2021,January,03,Australia,Europe,81,Other,Undergraduate,Arts,Employment
2023,February,07,Australia,Asia,291,Female,Postgraduate,Engineering,Employment
2021,July,30,UK,Europe,131,Female,Postgraduate,Science,Employment
2023,July,29,India,Oceania,162,Male,Postgraduate,Medicine,Entrepreneurship
2023,March,11,UK,Asia,447,Female,Postgraduate,Business,Entrepreneurship
2021,August,35,Canada,North America,181,Other,Postgraduate,Arts,Employment
2021,April,17,Australia,Europe,115,Other,Undergraduate,Engineering,Research
2023,August,34,Australia,Asia,477,Female,PhD,Arts,Employment
2023,August,33,USA,Asia,485,Other,Undergraduate,Medicine,Entrepreneurship
2023,March,10,USA,Europe,229,Male,Undergraduate,Business,Entrepreneurship
2023,October,40,USA,Oceania,81,Other,Undergraduate,Business,Entrepreneurship
2021,February,07,Canada,Asia,417,Other,Undergraduate,Arts,Employment
2023,September,39,UK,Oceania,193,Male,PhD,Medicine,Research
2022,April,16,USA,Asia,407,Male,Undergraduate,Science,Entrepreneurship
2021,January,04,India,North America,291,Female,PhD,Science,Entrepreneurship
2023,December,49,UK,North America,365,Other,Undergraduate,Medicine,Research
2023,January,01,USA,Asia,81,Male,Undergraduate,Medicine,Employment
2021,April,16,Australia,Europe,261,Male,PhD,Science,Employment
2023,May,20,Canada,Oceania,140,Other,Undergraduate,Business,Entrepreneurship
2023,April,14,Canada,North America,251,Other,Postgraduate,Medicine,Employment
2022,May,22,UK,Asia,372,Other,Postgraduate,Business,Employment
2023,May,20,UK,Oceania,174,Male,PhD,Engineering,Entrepreneurship
2021,October,42,Australia,Europe,464,Female,PhD,Arts,Employment
2021,April,15,India,Asia,83,Other,PhD,Arts,Employment
2023,August,33,Canada,Asia,486,Male,Postgraduate,Science,Research
2022,September,38,USA,Oceania,142,Male,Postgraduate,Arts,Employment
2022,September,39,UK,Oceania,291,Male,Postgraduate,Science,Research
2021,November,45,Australia,Asia,211,Other,PhD,Science,Entrepreneurship
2022,July,30,Canada,Oceania,175,Female,PhD,Science,Entrepreneurship
2023,February,07,Canada,Asia,156,Male,Postgraduate,Science,Research
2021,December,50,USA,Oceania,328,Other,PhD,Engineering,Entrepreneurship
2021,April,14,Canada,North America,492,Other,PhD,Engineering,Entrepreneurship
2023,August,35,India,Europe,242,Female,PhD,Engineering,Entrepreneurship
2022,July,29,Canada,Asia,297,Female,PhD,Business,Employment
2022,May,20,India,Oceania,465,Female,Postgraduate,Arts,Research
2022,November,44,Canada,North America,371,Other,PhD,Medicine,Entrepreneurship
2021,July,26,India,Asia,158,Male,PhD,Arts,Entrepreneurship
2022,May,18,UK,Europe,484,Other,PhD,Arts,Entrepreneurship
2023,September,38,India,North America,92,Male,Postgraduate,Science,Employment
2021,July,29,UK,Europe,129,Male,Undergraduate,Engineering,Research
2022,September,37,USA,Asia,273,Male,Undergraduate,Science,Entrepreneurship
2022,September,35,India,Asia,70,Male,Postgraduate,Business,Research
2022,May,20,Canada,Europe,142,Other,Undergraduate,Arts,Employment
2021,January,00,UK,Asia,290,Female,Postgraduate,Business,Employment
2021,June,23,USA,Asia,305,Male,Undergraduate,Science,Research
2021,March,11,Canada,Oceania,261,Male,Postgraduate,Engineering,Employment
2021,August,34,Australia,Oceania,424,Other,Postgraduate,Engineering,Research
2022,August,33,USA,North America,213,Female,PhD,Arts,Research
2022,January,02,Canada,Europe,193,Other,Postgraduate,Engineering,Entrepreneurship
2023,June,23,Canada,Asia,182,Female,PhD,Science,Entrepreneurship
2021,March,13,Australia,Europe,496,Male,PhD,Business,Entrepreneurship
2021,March,12,Australia,North America,430,Female,PhD,Science,Research
2023,April,15,USA,North America,373,Other,PhD,Arts,Entrepreneurship
2021,July,30,Canada,Oceania,67,Other,Undergraduate,Arts,Employment
2022,February,07,Canada,North America,317,Male,PhD,Medicine,Research
2022,June,25,UK,Europe,414,Female,Undergraduate,Medicine,Employment
2022,November,46,UK,Europe,401,Female,Postgraduate,Arts,Employment
2021,October,40,Australia,Oceania,353,Female,PhD,Medicine,Research
2023,August,34,UK,Asia,372,Male,PhD,Science,Entrepreneurship
2021,June,23,Australia,Europe,150,Female,Undergraduate,Medicine,Entrepreneurship
2022,June,23,USA,North America,363,Male,Postgraduate,Business,Employment
2023,November,44,UK,North America,139,Male,Postgraduate,Arts,Research
2023,May,20,Canada,Europe,279,Female,PhD,Arts,Research
2023,January,03,India,Asia,207,Female,Undergraduate,Medicine,Research
2021,February,06,India,Europe,203,Other,Undergraduate,Engineering,Research
2023,September,37,Australia,Oceania,107,Male,Undergraduate,Science,Employment
2021,August,35,USA,Asia,328,Male,Undergraduate,Engineering,Research
2022,September,35,India,Europe,91,Female,PhD,Engineering,Entrepreneurship
2021,December,49,Australia,Oceania,292,Male,Postgraduate,Arts,Employment
2023,April,16,UK,Europe,409,Female,Postgraduate,Medicine,Entrepreneurship
2022,August,35,UK,Oceania,457,Other,PhD,Engineering,Research
2023,June,24,USA,Oceania,180,Male,Undergraduate,Business,Entrepreneurship
2022,November,46,USA,Asia,131,Female,Undergraduate,Science,Employment
2022,January,03,Canada,North America,358,Other,Postgraduate,Business,Entrepreneurship
2021,October,41,Canada,Oceania,64,Female,PhD,Arts,Employment
2021,March,12,Canada,Oceania,104,Male,PhD,Arts,Entrepreneurship
2023,April,14,UK,Oceania,279,Male,Postgraduate,Science,Research
2023,January,01,USA,North America,445,Female,PhD,Business,Research
2022,March,11,Canada,Europe,97,Female,Postgraduate,Engineering,Entrepreneurship
2021,March,12,Canada,North America,160,Male,Postgraduate,Business,Entrepreneurship
2021,June,24,Australia,Europe,62,Male,Postgraduate,Engineering,Entrepreneurship
2021,September,39,USA,Oceania,273,Other,Undergraduate,Medicine,Employment
2023,March,12,UK,North America,72,Female,PhD,Engineering,Entrepreneurship
2022,December,52,USA,Europe,476,Female,Undergraduate,Business,Employment
2022,August,33,Australia,Europe,103,Other,Postgraduate,Science,Employment
2022,December,48,USA,Oceania,401,Other,PhD,Business,Research
2023,June,24,UK,Oceania,175,Female,Postgraduate,Science,Employment
2021,February,06,UK,North America,150,Other,Postgraduate,Business,Research
2022,June,24,UK,North America,69,Male,Postgraduate,Arts,Entrepreneurship
2023,November,45,India,Asia,86,Female,Postgraduate,Science,Employment
2023,April,15,India,Europe,402,Other,PhD,Arts,Entrepreneurship
2023,June,23,UK,Asia,302,Female,Postgraduate,Science,Research
2023,August,34,India,Oceania,115,Male,PhD,Science,Research
2023,August,33,India,Oceania,73,Female,PhD,Engineering,Employment
2023,March,11,USA,Oceania,371,Female,Undergraduate,Medicine,Entrepreneurship
2023,July,28,Canada,Asia,263,Male,PhD,Arts,Entrepreneurship
2023,January,05,Australia,Asia,417,Female,Undergraduate,Science,Employment
2021,July,27,Australia,Asia,155,Female,Postgraduate,Medicine,Employment
2021,April,15,UK,Oceania,365,Other,Undergraduate,Business,Employment
2023,September,36,UK,Asia,130,Other,PhD,Arts,Employment
2023,October,40,Canada,Europe,95,Female,PhD,Arts,Research
2022,December,52,USA,North America,307,Male,Postgraduate,Business,Research
2023,October,42,UK,Oceania,115,Female,PhD,Science,Research
2022,November,44,Canada,Oceania,205,Male,PhD,Science,Entrepreneurship
2021,March,10,Australia,North America,348,Female,Postgraduate,Science,Research
2021,June,26,India,North America,194,Female,Undergraduate,Business,Entrepreneurship
2022,April,13,UK,Asia,437,Other,PhD,Engineering,Entrepreneurship
2022,February,07,Canada,Asia,373,Male,Undergraduate,Science,Employment
2022,June,24,USA,North America,157,Female,Postgraduate,Engineering,Research
2022,July,29,UK,North America,62,Female,Postgraduate,Engineering,Entrepreneurship
2021,April,13,Canada,North America,457,Male,Postgraduate,Medicine,Entrepreneurship
2023,October,42,Canada,Europe,449,Male,PhD,Business,Research
2022,May,22,Canada,Europe,286,Female,Undergraduate,Science,Entrepreneurship
2023,October,42,Australia,Europe,399,Female,Postgraduate,Business,Entrepreneurship
2023,August,32,Canada,Europe,169,Female,Undergraduate,Science,Employment
2021,November,44,Canada,Europe,88,Other,Postgraduate,Science,Employment
2023,February,06,India,Asia,372,Female,Undergraduate,Business,Research
2021,March,12,Australia,Oceania,123,Other,Postgraduate,Engineering,Entrepreneurship
2022,November,44,UK,North America,396,Male,Undergraduate,Engineering,Entrepreneurship
2021,December,51,Canada,North America,267,Female,Postgraduate,Medicine,Entrepreneurship
2021,May,21,USA,Oceania,68,Other,Undergraduate,Medicine,Entrepreneurship
2023,January,03,USA,North America,319,Female,PhD,Medicine,Entrepreneurship
2023,May,19,India,Europe,487,Other,Postgraduate,Medicine,Entrepreneurship
2021,December,48,Australia,North America,449,Female,Undergraduate,Medicine,Research
2022,March,12,USA,Asia,310,Other,Postgraduate,Engineering,Employment
2023,August,34,UK,Oceania,483,Female,PhD,Arts,Entrepreneurship
2023,September,37,India,North America,251,Male,Undergraduate,Medicine,Entrepreneurship
2021,July,26,UK,Europe,352,Other,Postgraduate,Engineering,Entrepreneurship
2021,October,42,India,Asia,235,Female,Undergraduate,Medicine,Employment
2022,January,03,USA,Oceania,321,Male,Undergraduate,Business,Employment
2022,June,23,USA,North America,231,Female,Undergraduate,Science,Employment
2021,May,20,USA,Europe,283,Male,Postgraduate,Medicine,Research
2021,January,04,USA,North America,133,Other,PhD,Arts,Employment
2021,January,04,Australia,North America,471,Other,Undergraduate,Medicine,Entrepreneurship
2022,July,26,USA,Oceania,450,Female,Postgraduate,Engineering,Employment
2021,April,17,Australia,North America,58,Other,Postgraduate,Medicine,Research
2022,November,44,Canada,Europe,218,Other,Postgraduate,Medicine,Employment
2023,March,09,Canada,North America,282,Other,Postgraduate,Arts,Employment
2022,December,49,Canada,Asia,142,Female,Undergraduate,Arts,Employment
2022,September,37,UK,Europe,230,Female,Undergraduate,Arts,Employment
2022,December,52,Canada,Asia,213,Female,PhD,Engineering,Employment
2021,December,50,USA,North America,112,Male,Undergraduate,Science,Employment
2022,April,14,Australia,Oceania,416,Male,Postgraduate,Business,Research
2023,December,52,India,Oceania,204,Female,Postgraduate,Arts,Employment
2022,October,43,Australia,Oceania,263,Other,Undergraduate,Medicine,Research
2023,September,39,India,Oceania,206,Female,Postgraduate,Engineering,Research
2021,January,02,Australia,Oceania,485,Male,Postgraduate,Engineering,Entrepreneurship
2023,June,23,India,Europe,51,Other,Undergraduate,Arts,Employment
2023,June,25,Canada,Europe,332,Male,Postgraduate,Medicine,Entrepreneurship
2021,July,30,USA,North America,209,Other,Undergraduate,Arts,Research
2021,January,03,Canada,Asia,465,Other,PhD,Engineering,Research
2021,August,34,Canada,Asia,291,Other,Postgraduate,Business,Entrepreneurship
2022,December,51,USA,Asia,105,Female,Postgraduate,Medicine,Research
2022,August,31,Australia,Asia,443,Female,Postgraduate,Engineering,Entrepreneurship
2023,May,19,USA,Asia,171,Other,PhD,Medicine,Research
2022,June,23,Canada,Asia,468,Other,Postgraduate,Arts,Entrepreneurship
2022,April,16,Australia,Europe,495,Other,Postgraduate,Business,Entrepreneurship
2023,April,17,UK,Asia,119,Other,Postgraduate,Medicine,Research
2022,November,47,UK,North America,229,Other,Undergraduate,Business,Research
2022,October,40,Australia,Asia,435,Female,PhD,Medicine,Employment
2022,December,52,UK,Oceania,331,Female,Undergraduate,Medicine,Research
2021,March,12,UK,Oceania,467,Female,Postgraduate,Arts,Entrepreneurship
2023,December,52,Canada,Oceania,293,Female,PhD,Engineering,Employment
2022,September,39,Canada,Asia,344,Other,PhD,Business,Research
2022,April,17,Canada,Asia,343,Female,Postgraduate,Medicine,Research
2022,September,37,India,Asia,421,Female,Postgraduate,Science,Research
2022,January,01,UK,Asia,101,Other,PhD,Medicine,Entrepreneurship
2022,April,13,Australia,Europe,187,Female,Undergraduate,Science,Employment
2023,May,18,India,Europe,294,Male,PhD,Engineering,Research
2021,November,48,India,Europe,446,Other,Postgraduate,Medicine,Research
2023,November,47,Australia,Oceania,480,Female,Undergraduate,Engineering,Entrepreneurship
